"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)"
"1691638955","36.099","38.154","35.837","34.369","33.367","32.871","31.199","32.467"
"1691638956","36.056","38.180","35.837","34.387","33.400","32.842","31.203","32.452"
"1691638957","36.048","38.198","35.841","34.376","33.414","32.839","31.214","32.431"
"1691638958","36.059","38.198","35.844","34.372","33.451","32.824","31.210","32.423"
"1691638959","36.117","38.183","35.866","34.372","33.472","32.846","31.214","32.379"
"1691638960","36.180","38.143","35.877","34.380","33.480","32.901","31.195","32.350"
"1691638961","36.249","38.081","35.866","34.398","33.498","32.933","31.181","32.299"
"1691638962","36.270","38.056","35.866","34.416","33.483","32.951","31.159","32.379"
"1691638963","36.278","38.052","35.862","34.427","33.440","32.999","31.177","32.405"
"1691638964","36.292","38.067","35.855","34.416","33.451","33.017","31.192","32.398"
"1691638965","36.292","38.107","35.819","34.405","33.461","33.002","31.203","32.361"
"1691638966","36.249","38.118","35.819","34.361","33.447","32.970","31.214","32.347"
"1691638967","36.234","38.136","35.844","34.347","33.458","32.988","31.221","32.321"
"1691638968","36.198","38.110","35.848","34.329","33.476","32.973","31.210","32.307"
"1691638969","36.179","38.085","35.826","34.332","33.538","32.922","31.195","32.307"
"1691638970","36.161","38.085","35.848","34.343","33.563","32.944","31.184","32.306"
"1691638971","36.146","38.056","35.822","34.343","33.538","32.940","31.162","32.321"
"1691638972","36.154","38.026","35.830","34.369","33.527","32.940","31.137","32.328"
"1691638973","36.161","38.056","35.840","34.379","33.491","32.951","31.152","32.314"
"1691638974","36.183","38.034","35.833","34.383","33.454","32.948","31.173","32.336"
"1691638975","36.241","38.034","35.826","34.394","33.440","32.955","31.206","32.317"
"1691638976","36.259","38.023","35.830","34.401","33.429","32.948","31.228","32.383"
"1691638977","36.187","37.968","35.844","34.416","33.440","32.955","31.254","32.394"
"1691638978","36.154","37.972","35.851","34.427","33.440","32.966","31.268","32.419"
"1691638979","36.168","37.968","35.888","34.449","33.436","33.002","31.268","32.383"
"1691638980","36.223","37.950","35.881","34.460","33.399","32.991","31.254","32.361"
"1691638981","36.263","37.913","35.884","34.467","33.345","32.980","31.250","32.368"
"1691638982","36.267","37.881","35.869","34.456","33.352","32.951","31.250","32.357"
"1691638983","36.201","37.895","35.859","34.423","33.385","32.940","31.232","32.398"
"1691638984","36.179","37.924","35.855","34.430","33.418","32.951","31.173","32.401"
"1691638985","36.143","37.943","35.862","34.445","33.439","32.962","31.148","32.394"
"1691638986","36.121","37.917","35.866","34.441","33.472","33.006","31.159","32.405"
"1691638987","36.161","37.862","35.862","34.445","33.505","32.999","31.159","32.401"
"1691638988","36.088","37.815","35.859","34.412","33.491","32.973","31.184","32.430"
"1691638989","36.095","37.731","35.840","34.416","33.465","32.962","31.191","32.474"
"1691638990","36.092","37.662","35.826","34.419","33.385","32.980","31.217","32.481"
"1691638991","36.114","37.644","35.808","34.412","33.348","32.988","31.224","32.532"
"1691638992","36.073","37.596","35.804","34.390","33.326","33.020","31.228","32.525"
"1691638993","36.030","37.553","35.793","34.383","33.334","33.068","31.235","32.467"
"1691638994","36.008","37.495","35.793","34.390","33.334","33.123","31.243","32.478"
"1691638995","36.048","37.487","35.738","34.423","33.341","33.163","31.232","32.492"
"1691638996","36.095","37.469","35.746","34.419","33.334","33.177","31.250","32.529"
"1691638997","36.128","37.447","35.731","34.430","33.301","33.199","31.268","32.609"
"1691638998","36.154","37.447","35.731","34.438","33.294","33.159","31.279","32.641"
"1691638999","36.165","37.403","35.724","34.452","33.301","33.152","31.283","32.671"
"1691639000","36.201","37.381","35.716","34.463","33.301","33.140","31.297","32.616"
"1691639001","36.186","37.371","35.720","34.474","33.305","33.122","31.323","32.660"
"1691639002","36.179","37.341","35.705","34.474","33.308","33.140","31.322","32.645"
"1691639003","36.237","37.349","35.684","34.474","33.316","33.119","31.290","32.561"
"1691639004","36.256","37.371","35.684","34.478","33.316","33.104","31.279","32.529"
"1691639005","36.227","37.432","35.702","34.478","33.323","33.115","31.290","32.514"
"1691639006","36.139","37.516","35.702","34.427","33.290","33.166","31.304","32.499"
"1691639007","36.081","37.553","35.709","34.383","33.312","33.181","31.308","32.510"
"1691639008","36.044","37.556","35.713","34.365","33.341","33.166","31.297","32.467"
"1691639009","36.004","37.567","35.724","34.365","33.355","33.100","31.275","32.481"
"1691639010","36.030","37.582","35.745","34.368","33.366","33.075","31.261","32.510"
"1691639011","36.037","37.567","35.724","34.372","33.355","33.053","31.264","32.507"
"1691639012","36.095","37.556","35.727","34.365","33.330","33.053","31.250","32.456"
"1691639013","36.099","37.611","35.713","34.332","33.286","33.060","31.220","32.466"
"1691639014","36.092","37.644","35.705","34.332","33.330","33.017","31.206","32.517"
"1691639015","36.022","37.724","35.607","34.346","33.337","33.020","31.199","32.499"
"1691639016","35.986","37.757","35.622","34.357","33.355","33.024","31.195","32.466"
"1691639017","35.982","37.789","35.633","34.339","33.363","33.035","31.188","32.448"
"1691639018","35.997","37.829","35.665","34.325","33.352","33.013","31.180","32.415"
"1691639019","35.986","37.855","35.694","34.321","33.348","32.984","31.166","32.397"
"1691639020","35.968","37.862","35.716","34.314","33.344","32.965","31.166","32.412"
"1691639021","35.982","37.818","35.727","34.295","33.323","32.969","31.177","32.404"
"1691639022","35.978","37.829","35.742","34.292","33.341","32.955","31.169","32.386"
"1691639023","35.957","37.855","35.742","34.295","33.330","32.951","31.188","32.368"
"1691639024","35.895","37.877","35.756","34.310","33.293","32.904","31.184","32.397"
"1691639025","35.953","37.858","35.774","34.321","33.304","32.904","31.188","32.397"
"1691639026","36.019","37.855","35.778","34.354","33.275","32.889","31.198","32.375"
"1691639027","36.051","37.858","35.778","34.375","33.260","32.889","31.213","32.350"
"1691639028","36.062","37.855","35.771","34.383","33.279","32.896","31.228","32.397"
"1691639029","36.004","37.826","35.767","34.397","33.286","32.885","31.239","32.379"
"1691639030","35.967","37.789","35.756","34.415","33.271","32.885","31.253","32.371"
"1691639031","35.975","37.796","35.752","34.423","33.250","32.889","31.235","32.371"
"1691639032","35.938","37.800","35.742","34.372","33.268","32.889","31.213","32.433"
"1691639033","35.880","37.829","35.727","34.379","33.282","32.914","31.213","32.455"
"1691639034","35.876","37.836","35.705","34.383","33.304","32.914","31.231","32.452"
"1691639035","35.854","37.829","35.698","34.364","33.304","32.907","31.220","32.415"
"1691639036","35.836","37.825","35.716","34.357","33.300","32.885","31.224","32.433"
"1691639037","35.825","37.844","35.731","34.342","33.315","32.871","31.246","32.408"
"1691639038","35.814","37.833","35.734","34.321","33.297","32.856","31.238","32.379"
"1691639039","35.803","37.862","35.749","34.313","33.279","32.870","31.242","32.309"
"1691639040","35.789","37.858","35.745","34.299","33.217","32.849","31.227","32.302"
"1691639041","35.730","37.844","35.738","34.262","33.187","32.845","31.231","32.320"
"1691639042","35.745","37.818","35.760","34.295","33.151","32.841","31.227","32.342"
"1691639043","35.763","37.829","35.745","34.291","33.180","32.834","31.202","32.353"
"1691639044","35.752","37.855","35.730","34.284","33.191","32.819","31.187","32.390"
"1691639045","35.734","37.873","35.708","34.291","33.173","32.797","31.191","32.419"
"1691639046","35.723","37.891","35.690","34.299","33.213","32.790","31.202","32.444"
"1691639047","35.719","37.916","35.687","34.317","33.205","32.805","31.198","32.419"
"1691639048","35.730","37.938","35.672","34.320","33.213","32.827","31.216","32.422"
"1691639049","35.741","37.960","35.647","34.302","33.213","32.827","31.224","32.397"
"1691639050","35.741","37.942","35.650","34.302","33.227","32.834","31.238","32.437"
"1691639051","35.701","37.982","35.705","34.309","33.253","32.841","31.260","32.426"
"1691639052","35.737","38.015","35.705","34.306","33.253","32.834","31.260","32.404"
"1691639053","35.723","38.022","35.712","34.298","33.249","32.834","31.263","32.397"
"1691639054","35.719","38.015","35.727","34.298","33.275","32.834","31.267","32.397"
"1691639055","35.712","38.025","35.712","34.280","33.296","32.819","31.260","32.418"
"1691639056","35.756","38.033","35.730","34.266","33.286","32.808","31.260","32.397"
"1691639057","35.810","38.011","35.730","34.269","33.286","32.801","31.267","32.386"
"1691639058","35.865","37.978","35.716","34.284","33.278","32.790","31.256","32.397"
"1691639059","35.839","37.982","35.705","34.302","33.282","32.783","31.263","32.382"
"1691639060","35.756","37.905","35.675","34.346","33.223","32.808","31.245","32.364"
"1691639061","35.737","37.883","35.683","34.367","33.205","32.830","31.219","32.393"
"1691639062","35.719","37.883","35.693","34.375","33.198","32.859","31.194","32.374"
"1691639063","35.697","37.876","35.697","34.364","33.220","32.870","31.172","32.396"
"1691639064","35.668","37.876","35.715","34.364","33.249","32.874","31.183","32.407"
"1691639065","35.683","37.905","35.693","34.375","33.238","32.863","31.183","32.389"
"1691639066","35.683","37.916","35.708","34.371","33.245","32.852","31.187","32.345"
"1691639067","35.712","37.901","35.704","34.342","33.238","32.826","31.168","32.331"
"1691639068","35.723","37.949","35.620","34.291","33.216","32.793","31.172","32.320"
"1691639069","35.730","37.956","35.610","34.287","33.238","32.801","31.157","32.309"
"1691639070","35.708","37.981","35.610","34.258","33.241","32.797","31.154","32.320"
"1691639071","35.712","37.967","35.624","34.240","33.285","32.815","31.165","32.323"
"1691639072","35.726","37.967","35.650","34.247","33.296","32.830","31.161","32.294"
"1691639073","35.741","37.989","35.664","34.236","33.300","32.841","31.150","32.232"
"1691639074","35.730","37.996","35.682","34.232","33.281","32.837","31.139","32.210"
"1691639075","35.737","38.010","35.704","34.240","33.285","32.830","31.121","32.192"
"1691639076","35.730","38.032","35.722","34.218","33.300","32.855","31.132","32.218"
"1691639077","35.759","38.010","35.730","34.189","33.292","32.859","31.136","32.207"
"1691639078","35.741","38.025","35.733","34.225","33.329","32.840","31.139","32.225"
"1691639079","35.744","38.043","35.744","34.258","33.347","32.855","31.143","32.207"
"1691639080","35.777","38.069","35.755","34.272","33.329","32.851","31.139","32.217"
"1691639081","35.762","38.061","35.766","34.261","33.347","32.840","31.132","32.221"
"1691639082","35.755","38.061","35.777","34.243","33.380","32.829","31.139","32.239"
"1691639083","35.762","38.090","35.773","34.254","33.398","32.829","31.150","32.232"
"1691639084","35.784","38.123","35.784","34.268","33.380","32.818","31.164","32.250"
"1691639085","35.795","38.170","35.809","34.283","33.336","32.804","31.175","32.257"
"1691639086","35.795","38.185","35.799","34.243","33.299","32.786","31.168","32.206"
"1691639087","35.817","38.210","35.777","34.257","33.354","32.760","31.128","32.199"
"1691639088","35.860","38.250","35.791","34.261","33.358","32.771","31.135","32.177"
"1691639089","35.886","38.254","35.802","34.272","33.383","32.778","31.121","32.246"
"1691639090","35.930","38.250","35.802","34.217","33.383","32.764","31.124","32.257"
"1691639091","35.930","38.258","35.806","34.199","33.368","32.771","31.142","32.294"
"1691639092","35.926","38.283","35.788","34.210","33.376","32.778","31.150","32.308"
"1691639093","35.937","38.269","35.693","34.221","33.372","32.829","31.186","32.319"
"1691639094","35.966","38.254","35.609","34.188","33.357","32.895","31.197","32.301"
"1691639095","35.988","38.280","35.627","34.192","33.361","32.938","31.190","32.283"
"1691639096","36.093","38.330","35.693","34.268","33.412","32.920","31.182","32.290"
"1691639097","36.145","38.327","35.726","34.290","33.416","32.957","31.211","32.286"
"1691639098","36.195","38.309","35.736","34.315","33.430","32.964","31.208","32.297"
"1691639099","36.199","38.312","35.758","34.345","33.456","32.967","31.197","32.319"
"1691639100","36.199","38.316","35.780","34.366","33.463","32.953","31.189","32.333"
"1691639101","36.195","38.330","35.784","34.385","33.481","32.927","31.175","32.337"
"1691639102","36.170","38.341","35.762","34.388","33.492","32.909","31.160","32.341"
"1691639103","36.137","38.341","35.773","34.396","33.503","32.895","31.157","32.363"
"1691639104","36.119","38.323","35.791","34.392","33.510","32.869","31.160","32.370"
"1691639105","36.086","38.323","35.820","34.341","33.503","32.916","31.127","32.406"
"1691639106","36.115","38.294","35.824","34.286","33.492","32.909","31.135","32.359"
"1691639107","36.162","38.305","35.827","34.334","33.481","32.902","31.109","32.414"
"1691639108","36.111","38.308","35.820","34.374","33.477","32.913","31.087","32.428"
"1691639109","36.104","38.294","35.816","34.355","33.485","32.905","31.109","32.432"
"1691639110","36.053","38.283","35.809","34.377","33.481","32.905","31.138","32.417"
"1691639111","36.013","38.243","35.820","34.399","33.506","32.938","31.149","32.435"
"1691639112","35.991","38.210","35.816","34.414","33.488","32.953","31.171","32.413"
"1691639113","35.969","38.173","35.831","34.403","33.455","32.964","31.186","32.490"
"1691639114","36.009","38.166","35.853","34.381","33.459","32.938","31.200","32.504"
"1691639115","36.006","38.155","35.838","34.381","33.466","32.916","31.218","32.453"
"1691639116","35.977","38.112","35.842","34.381","33.441","32.894","31.237","32.439"
"1691639117","35.958","38.097","35.838","34.377","33.452","32.905","31.240","32.435"
"1691639118","35.962","38.097","35.849","34.392","33.488","32.909","31.225","32.464"
"1691639119","35.966","38.090","35.783","34.417","33.499","32.913","31.226","32.490"
"1691639120","35.987","38.126","35.772","34.413","33.506","32.916","31.229","32.512"
"1691639121","36.031","38.162","35.780","34.432","33.517","32.912","31.244","32.501"
"1691639122","36.020","38.181","35.758","34.439","33.524","32.901","31.247","32.471"
"1691639123","36.053","38.184","35.798","34.417","33.517","32.883","31.247","32.453"
"1691639124","36.060","38.202","35.805","34.439","33.521","32.847","31.244","32.457"
"1691639125","36.097","38.206","35.801","34.453","33.521","32.850","31.247","32.475"
"1691639126","36.100","38.210","35.791","34.457","33.462","32.854","31.255","32.482"
"1691639127","36.129","38.213","35.794","34.468","33.448","32.872","31.247","32.471"
"1691639128","36.158","38.177","35.776","34.461","33.459","32.854","31.254","32.471"
"1691639129","36.184","38.119","35.769","34.446","33.488","32.847","31.262","32.515"
"1691639130","36.224","38.053","35.783","34.468","33.499","32.868","31.284","32.544"
"1691639131","36.246","38.024","35.787","34.482","33.495","32.887","31.302","32.599"
"1691639132","36.300","37.933","35.809","34.479","33.371","32.967","31.324","32.664"
"1691639133","36.290","37.911","35.816","34.482","33.328","32.974","31.331","32.664"
"1691639134","36.235","37.911","35.812","34.504","33.287","32.952","31.342","32.581"
"1691639135","36.195","37.925","35.787","34.522","33.273","32.941","31.353","32.526"
"1691639136","36.151","37.933","35.761","34.497","33.240","32.934","31.346","32.486"
"1691639137","36.115","37.929","35.779","34.501","33.244","32.938","31.349","32.490"
"1691639138","36.089","37.936","35.761","34.508","33.255","32.959","31.356","32.486"
"1691639139","36.060","37.929","35.750","34.522","33.265","32.967","31.371","32.475"
"1691639140","36.045","37.925","35.747","34.537","33.273","32.967","31.389","32.446"
"1691639141","36.125","37.954","35.743","34.552","33.295","32.941","31.389","32.442"
"1691639142","36.125","37.889","35.743","34.533","33.298","32.934","31.407","32.519"
"1691639143","36.176","37.863","35.761","34.552","33.313","32.945","31.426","32.515"
"1691639144","36.220","37.838","35.754","34.555","33.327","33.003","31.433","32.515"
"1691639145","36.246","37.838","35.761","34.533","33.302","33.061","31.422","32.475"
"1691639146","36.246","37.852","35.757","34.541","33.287","33.138","31.422","32.431"
"1691639147","36.147","37.860","35.772","34.537","33.284","33.116","31.400","32.395"
"1691639148","36.078","37.831","35.768","34.519","33.273","33.094","31.393","32.391"
"1691639149","36.034","37.827","35.783","34.522","33.291","33.083","31.386","32.420"
"1691639150","35.994","37.841","35.786","34.500","33.324","33.043","31.367","32.460"
"1691639151","35.950","37.845","35.794","34.493","33.364","33.010","31.367","32.471"
"1691639152","35.929","37.845","35.797","34.468","33.364","32.963","31.345","32.413"
"1691639153","35.910","37.860","35.812","34.457","33.342","32.916","31.342","32.409"
"1691639154","35.899","37.838","35.812","34.435","33.316","32.879","31.320","32.391"
"1691639155","35.899","37.845","35.816","34.435","33.316","32.861","31.313","32.365"
"1691639156","35.881","37.856","35.838","34.435","33.335","32.875","31.309","32.354"
"1691639157","35.881","37.870","35.848","34.413","33.331","32.850","31.298","32.322"
"1691639158","35.859","37.870","35.852","34.413","33.273","32.850","31.276","32.322"
"1691639159","35.801","37.809","35.856","34.395","33.236","32.843","31.261","32.278"
"1691639160","35.794","37.819","35.856","34.391","33.269","32.854","31.243","32.260"
"1691639161","35.786","37.848","35.852","34.362","33.291","32.879","31.243","32.256"
"1691639162","35.776","37.849","35.859","34.377","33.294","32.872","31.210","32.282"
"1691639163","35.776","37.860","35.848","34.362","33.324","32.865","31.141","32.333"
"1691639164","35.801","37.881","35.848","34.355","33.309","32.879","31.101","32.336"
"1691639165","35.783","37.856","35.827","34.322","33.320","32.879","31.094","32.307"
"1691639166","35.761","37.841","35.801","34.307","33.302","32.883","31.079","32.289"
"1691639167","35.754","37.823","35.786","34.307","33.276","32.883","31.057","32.322"
"1691639168","35.739","37.812","35.765","34.267","33.200","32.890","31.046","32.391"
"1691639169","35.794","37.797","35.768","34.274","33.225","32.883","31.065","32.376"
"1691639170","35.790","37.794","35.746","34.271","33.236","32.868","31.076","32.336"
"1691639171","35.797","37.823","35.768","34.307","33.276","32.850","31.079","32.314"
"1691639172","35.797","37.827","35.783","34.314","33.305","32.832","31.068","32.314"
"1691639173","35.775","37.856","35.794","34.329","33.320","32.842","31.079","32.292"
"1691639174","35.765","37.856","35.805","34.347","33.327","32.846","31.083","32.303"
"1691639175","35.724","37.867","35.819","34.358","33.356","32.879","31.094","32.289"
"1691639176","35.717","37.874","35.826","34.322","33.367","32.901","31.094","32.285"
"1691639177","35.801","37.867","35.848","34.343","33.389","32.879","31.130","32.336"
"1691639178","35.841","37.830","35.830","34.351","33.404","32.853","31.152","32.383"
"1691639179","35.881","37.794","35.823","34.380","33.404","32.846","31.159","32.409"
"1691639180","35.936","37.754","35.783","34.380","33.411","32.923","31.170","32.456"
"1691639181","35.903","37.746","35.761","34.383","33.374","32.977","31.166","32.441"
"1691639182","35.892","37.768","35.761","34.383","33.367","32.984","31.166","32.431"
"1691639183","35.881","37.750","35.742","34.376","33.378","32.930","31.166","32.412"
"1691639184","35.870","37.735","35.731","34.351","33.381","32.882","31.166","32.387"
"1691639185","35.837","37.750","35.724","34.336","33.381","32.857","31.174","32.380"
"1691639186","35.892","37.786","35.764","34.296","33.360","32.824","31.177","32.365"
"1691639187","35.913","37.830","35.782","34.259","33.352","32.795","31.159","32.336"
"1691639188","35.925","37.845","35.786","34.216","33.349","32.755","31.152","32.336"
"1691639189","35.906","37.877","35.804","34.219","33.341","32.726","31.148","32.332"
"1691639190","35.877","37.903","35.812","34.209","33.371","32.711","31.148","32.350"
"1691639191","35.852","37.925","35.830","34.223","33.396","32.718","31.152","32.354"
"1691639192","35.852","37.925","35.844","34.223","33.396","32.733","31.166","32.347"
"1691639193","35.819","37.906","35.837","34.227","33.396","32.729","31.170","32.332"
"1691639194","35.804","37.881","35.808","34.219","33.411","32.704","31.141","32.350"
"1691639195","35.782","37.892","35.779","34.103","33.418","32.638","31.126","32.354"
"1691639196","35.782","37.895","35.768","34.081","33.363","32.634","31.133","32.347"
"1691639197","35.790","37.921","35.775","34.085","33.305","32.675","31.137","32.354"
"1691639198","35.771","37.946","35.742","34.085","33.268","32.685","31.144","32.376"
"1691639199","35.782","37.961","35.713","34.085","33.265","32.696","31.130","32.398"
"1691639200","35.815","37.946","35.731","34.092","33.297","32.667","31.130","32.365"
"1691639201","35.793","37.979","35.739","34.055","33.308","32.642","31.130","32.350"
"1691639202","35.786","37.994","35.753","34.055","33.334","32.638","31.141","32.350"
"1691639203","35.789","37.994","35.768","34.055","33.374","32.623","31.141","32.354"
"1691639204","35.797","38.016","35.782","34.066","33.432","32.660","31.151","32.354"
"1691639205","35.789","38.015","35.789","34.121","33.410","32.685","31.137","32.343"
"1691639206","35.778","38.004","35.804","34.110","33.359","32.707","31.133","32.321"
"1691639207","35.793","38.041","35.800","34.135","33.326","32.743","31.137","32.288"
"1691639208","35.786","38.063","35.771","34.128","33.308","32.794","31.144","32.284"
"1691639209","35.815","38.095","35.764","34.128","33.279","32.813","31.151","32.317"
"1691639210","35.815","38.088","35.753","34.124","33.341","32.794","31.162","32.339"
"1691639211","35.796","38.092","35.749","34.099","33.388","32.758","31.184","32.394"
"1691639212","35.782","38.121","35.745","34.095","33.410","32.750","31.173","32.408"
"1691639213","35.818","38.124","35.705","34.088","33.439","32.809","31.158","32.459"
"1691639214","35.840","38.121","35.705","34.128","33.402","32.823","31.140","32.430"
"1691639215","35.833","38.150","35.723","34.135","33.311","32.838","31.118","32.408"
"1691639216","35.844","38.164","35.749","34.113","33.261","32.823","31.129","32.372"
"1691639217","35.825","38.168","35.756","34.058","33.231","32.772","31.147","32.346"
"1691639218","35.833","38.161","35.749","34.040","33.239","32.761","31.173","32.328"
"1691639219","35.869","38.146","35.741","34.000","33.239","32.779","31.165","32.342"
"1691639220","35.862","38.161","35.720","34.011","33.264","32.801","31.144","32.339"
"1691639221","35.873","38.099","35.683","34.033","33.289","32.790","31.114","32.324"
"1691639222","35.854","38.113","35.672","34.044","33.293","32.776","31.125","32.302"
"1691639223","35.873","38.150","35.701","34.076","33.300","32.772","31.133","32.328"
"1691639224","35.876","38.146","35.701","34.095","33.304","32.779","31.125","32.357"
"1691639225","35.891","38.186","35.690","34.084","33.311","32.761","31.125","32.390"
"1691639226","35.887","38.211","35.676","34.084","33.329","32.765","31.100","32.389"
"1691639227","35.949","38.233","35.701","34.098","33.337","32.772","31.085","32.375"
"1691639228","35.982","38.233","35.708","34.105","33.355","32.776","31.063","32.368"
"1691639229","36.000","38.262","35.723","34.113","33.362","32.768","31.052","32.415"
"1691639230","36.036","38.280","35.712","34.058","33.380","32.775","31.030","32.411"
"1691639231","36.054","38.299","35.697","34.102","33.333","32.754","30.990","32.444"
"1691639232","36.051","38.295","35.701","34.116","33.326","32.739","30.976","32.455"
"1691639233","36.058","38.306","35.701","34.120","33.322","32.724","30.968","32.447"
"1691639234","36.058","38.331","35.715","34.120","33.358","32.721","30.950","32.455"
"1691639235","36.058","38.346","35.730","34.127","33.384","32.721","30.954","32.473"
"1691639236","36.105","38.357","35.737","34.130","33.362","32.702","30.950","32.455"
"1691639237","36.127","38.375","35.741","34.101","33.333","32.713","30.957","32.466"
"1691639238","36.112","38.390","35.744","34.076","33.245","32.688","30.961","32.465"
"1691639239","36.120","38.419","35.752","34.072","33.212","32.680","30.957","32.465"
"1691639240","36.076","38.437","35.773","34.112","33.267","32.680","30.924","32.480"
"1691639241","36.069","38.393","35.784","34.116","33.285","32.677","30.942","32.443"
"1691639242","36.054","38.382","35.784","34.123","33.311","32.691","30.961","32.487"
"1691639243","36.021","38.368","35.781","34.134","33.285","32.720","30.972","32.516"
"1691639244","35.996","38.367","35.788","34.141","33.259","32.753","31.001","32.502"
"1691639245","35.977","38.382","35.795","34.141","33.267","32.760","31.037","32.502"
"1691639246","35.963","38.378","35.795","34.141","33.278","32.786","31.066","32.480"
"1691639247","36.003","38.393","35.795","34.156","33.267","32.844","31.081","32.487"
"1691639248","36.079","38.404","35.777","34.174","33.300","32.881","31.103","32.494"
"1691639249","36.116","38.280","35.781","34.178","33.343","32.859","31.110","32.472"
"1691639250","36.083","38.262","35.784","34.170","33.365","32.862","31.095","32.465"
"1691639251","36.065","38.269","35.784","34.166","33.401","32.866","31.117","32.469"
"1691639252","36.119","38.298","35.802","34.159","33.387","32.837","31.117","32.447"
"1691639253","36.079","38.302","35.806","34.174","33.387","32.804","31.117","32.407"
"1691639254","36.039","38.276","35.809","34.177","33.376","32.833","31.106","32.410"
"1691639255","36.046","38.265","35.820","34.195","33.372","32.888","31.106","32.421"
"1691639256","36.097","38.228","35.777","34.199","33.357","32.927","31.095","32.410"
"1691639257","36.166","38.232","35.718","34.199","33.368","32.942","31.080","32.337"
"1691639258","36.217","38.280","35.762","34.192","33.397","33.033","31.062","32.388"
"1691639259","36.247","38.305","35.762","34.166","33.383","33.055","31.066","32.410"
"1691639260","36.272","38.312","35.758","34.144","33.350","33.033","31.084","32.395"
"1691639261","36.268","38.316","35.758","34.075","33.317","32.989","31.098","32.410"
"1691639262","36.203","38.316","35.751","34.057","33.277","32.942","31.120","32.403"
"1691639263","36.148","38.276","35.769","34.086","33.321","32.913","31.138","32.374"
"1691639264","36.108","38.254","35.802","34.089","33.339","32.887","31.135","32.352"
"1691639265","36.086","38.199","35.795","34.100","33.357","32.851","31.117","32.366"
"1691639266","36.068","38.123","35.773","34.108","33.361","32.822","31.080","32.370"
"1691639267","36.122","38.064","35.736","34.111","33.350","32.803","31.098","32.424"
"1691639268","36.130","38.031","35.700","34.071","33.259","32.818","31.084","32.432"
"1691639269","36.140","38.013","35.696","34.042","33.240","32.832","31.080","32.391"
"1691639270","36.140","38.028","35.718","34.042","33.284","32.840","31.087","32.413"
"1691639271","36.148","38.039","35.681","34.060","33.328","32.843","31.087","32.402"
"1691639272","36.115","38.057","35.703","34.038","33.284","32.843","31.094","32.388"
"1691639273","36.082","38.031","35.718","34.064","33.331","32.843","31.094","32.377"
"1691639274","36.060","38.020","35.729","34.086","33.379","32.832","31.098","32.384"
"1691639275","36.031","38.009","35.761","34.085","33.379","32.818","31.098","32.395"
"1691639276","35.998","38.017","35.794","34.071","33.419","32.843","31.102","32.333"
"1691639277","35.995","38.017","35.805","34.075","33.411","32.839","31.091","32.315"
"1691639278","36.009","38.013","35.834","34.082","33.415","32.814","31.098","32.297"
"1691639279","36.024","38.013","35.838","34.089","33.411","32.810","31.101","32.289"
"1691639280","36.002","38.020","35.838","34.078","33.393","32.785","31.098","32.300"
"1691639281","35.998","37.991","35.834","34.089","33.389","32.795","31.120","32.315"
"1691639282","36.009","38.002","35.830","34.103","33.418","32.799","31.149","32.325"
"1691639283","35.991","38.016","35.849","34.114","33.404","32.803","31.156","32.358"
"1691639284","35.987","38.013","35.849","34.089","33.367","32.810","31.163","32.369"
"1691639285","35.958","38.016","35.801","34.096","33.324","32.850","31.185","32.420"
"1691639286","35.991","37.998","35.794","34.114","33.349","32.883","31.178","32.435"
"1691639287","35.987","37.998","35.797","34.121","33.335","32.879","31.185","32.442"
"1691639288","35.958","38.016","35.794","34.103","33.265","32.879","31.196","32.489"
"1691639289","35.910","38.005","35.750","34.085","33.225","32.894","31.188","32.475"
"1691639290","35.936","37.914","35.725","34.074","33.229","32.930","31.189","32.438"
"1691639291","35.925","37.896","35.721","34.052","33.247","32.948","31.199","32.387"
"1691639292","35.863","37.874","35.644","34.026","33.272","32.959","31.199","32.351"
"1691639293","35.856","37.863","35.666","34.045","33.287","32.945","31.196","32.343"
"1691639294","35.841","37.874","35.710","34.074","33.276","32.912","31.185","32.354"
"1691639295","35.808","37.866","35.710","34.066","33.294","32.857","31.174","32.372"
"1691639296","35.797","37.852","35.742","34.063","33.320","32.828","31.177","32.376"
"1691639297","35.797","37.848","35.761","34.052","33.352","32.831","31.181","32.394"
"1691639298","35.779","37.823","35.782","34.056","33.363","32.824","31.177","32.369"
"1691639299","35.782","37.834","35.804","34.070","33.382","32.824","31.163","32.376"
"1691639300","35.768","37.812","35.815","34.052","33.396","32.828","31.155","32.361"
"1691639301","35.757","37.797","35.833","34.026","33.407","32.831","31.148","32.379"
"1691639302","35.749","37.764","35.829","34.041","33.407","32.813","31.144","32.361"
"1691639303","35.702","37.742","35.815","34.048","33.388","32.769","31.100","32.299"
"1691639304","35.684","37.735","35.819","34.037","33.396","32.776","31.093","32.343"
"1691639305","35.706","37.699","35.815","34.041","33.381","32.773","31.090","32.343"
"1691639306","35.746","37.702","35.782","34.073","33.330","32.755","31.075","32.383"
"1691639307","35.815","37.709","35.771","34.073","33.312","32.787","31.082","32.430"
"1691639308","35.862","37.728","35.764","34.059","33.301","32.816","31.097","32.456"
"1691639309","35.920","37.731","35.764","34.037","33.290","32.798","31.107","32.390"
